Transaction ID,Product ID,Product Category,Product Subcategory,Product Price,Quantity Sold,Transaction Date,Customer ID,Customer Location,Payment Method,Total Sales,Transaction Month
297,108,toys,non-fiction,347.8,8,2022-09-10,1013,Florida,Debit Card,2782.4,2022-09
298,198,groceries,board game,71.55,11,2022-09-14,1029,New York,Debit Card,787.05,2022-09
299,118,books,vegetable,153.2,8,2023-01-18,1048,Texas,Cash,1225.6,2023-01
300,147,toys,shirt,182.56,8,2023-03-18,1011,California,PayPal,1460.48,2023-03
301,179,books,fiction,403.2,17,2023-08-22,1089,California,Credit Card,6854.4,2023-08
302,102,clothing,pants,142.99,16,2022-03-31,1043,New York,Cash,2287.84,2022-03
303,119,clothing,action figure,109.3,14,2023-01-25,1032,New York,Debit Card,1530.2,2023-01
304,123,electronics,fruit,478.94,11,2023-08-05,1012,Illinois,Credit Card,5268.34,2023-08
305,153,toys,shirt,9.39,7,2022-02-13,1077,Texas,PayPal,65.73,2022-02
306,132,books,laptop,498.92,16,2023-12-13,1087,New York,Credit Card,7982.72,2023-12
307,123,groceries,laptop,340.03,13,2023-10-26,1097,California,Debit Card,4420.389999999999,2023-10
308,174,clothing,shirt,415.09,15,2023-08-21,1025,California,Cash,6226.349999999999,2023-08
309,171,clothing,laptop,150.84,16,2022-01-19,1020,Florida,Cash,2413.44,2022-01
310,135,groceries,pants,12.09,9,2022-04-11,1027,New York,Debit Card,108.81,2022-04
311,137,books,laptop,370.25,3,2023-08-30,1047,Illinois,Cash,1110.75,2023-08
312,183,books,board game,417.9,19,2022-12-23,1099,Texas,Debit Card,7940.099999999999,2022-12
313,198,toys,action figure,371.54,5,2023-06-26,1039,Illinois,Cash,1857.7,2023-06
314,188,toys,laptop,75.71,10,2022-02-02,1065,California,Cash,757.0999999999999,2022-02
315,198,electronics,action figure,377.95,17,2022-08-17,1072,Illinois,Cash,6425.15,2022-08
316,124,clothing,vegetable,385.62,15,2023-06-08,1086,California,PayPal,5784.3,2023-06
317,192,toys,mobile,330.98,8,2023-09-22,1078,California,PayPal,2647.84,2023-09
318,117,books,pants,384.23,15,2022-06-04,1076,California,Debit Card,5763.450000000001,2022-06
319,181,groceries,mobile,423.73,14,2023-02-27,1022,California,PayPal,5932.22,2023-02
320,165,books,vegetable,308.73,7,2022-09-03,1080,California,Debit Card,2161.11,2022-09
321,153,clothing,pants,48.86,12,2023-02-09,1047,Florida,Credit Card,586.3199999999999,2023-02
322,134,books,shirt,246.38,17,2023-06-25,1001,Illinois,Credit Card,4188.46,2023-06
323,179,electronics,shirt,43.44,17,2022-06-10,1083,Florida,PayPal,738.48,2022-06
324,160,clothing,action figure,206.73,10,2023-12-03,1019,Florida,Credit Card,2067.2999999999997,2023-12
325,140,groceries,vegetable,206.52,19,2022-04-27,1058,New York,Credit Card,3923.88,2022-04
326,199,electronics,action figure,37.67,14,2022-09-28,1045,New York,Cash,527.38,2022-09
327,132,clothing,fruit,177.67,11,2023-11-23,1002,New York,Cash,1954.37,2023-11
328,167,groceries,laptop,59.94,2,2023-05-02,1054,Texas,Debit Card,119.88,2023-05
329,132,electronics,non-fiction,405.08,18,2022-06-21,1011,New York,Credit Card,7291.44,2022-06
330,113,electronics,fruit,474.11,7,2022-10-01,1039,Illinois,Debit Card,3318.77,2022-10
331,120,clothing,laptop,40.8,12,2022-09-16,1065,Florida,Debit Card,489.59999999999997,2022-09
332,147,toys,pants,477.78,2,2022-05-15,1099,Illinois,Credit Card,955.56,2022-05
333,119,electronics,action figure,263.68,18,2023-11-14,1077,New York,PayPal,4746.24,2023-11
334,107,electronics,pants,153.29,6,2023-12-23,1015,Texas,Credit Card,919.74,2023-12
335,106,groceries,pants,43.05,10,2023-02-26,1082,Texas,Cash,430.5,2023-02
336,166,books,laptop,252.81,15,2023-02-25,1033,Florida,Credit Card,3792.15,2023-02
337,116,clothing,vegetable,398.29,5,2022-07-05,1043,Illinois,PayPal,1991.45,2022-07
338,132,clothing,laptop,355.01,3,2022-12-30,1005,California,Debit Card,1065.03,2022-12
339,147,toys,fiction,29.86,5,2023-08-30,1076,Illinois,Debit Card,149.3,2023-08
340,175,toys,shirt,41.09,8,2023-01-13,1063,New York,Cash,328.72,2023-01
341,158,clothing,shirt,204.42,8,2023-06-07,1099,California,Cash,1635.36,2023-06
342,185,toys,fruit,151.17,8,2023-08-03,1021,Texas,Cash,1209.36,2023-08
343,121,groceries,shirt,120.03,12,2023-12-23,1017,Florida,Debit Card,1440.3600000000001,2023-12
344,129,clothing,laptop,144.1,8,2022-07-15,1011,Florida,Cash,1152.8,2022-07
345,137,toys,board game,402.72,11,2022-04-08,1051,Texas,Credit Card,4429.92,2022-04
346,150,clothing,action figure,464.97,14,2023-08-28,1093,New York,Debit Card,6509.58,2023-08
347,153,books,laptop,205.53,8,2022-01-22,1050,Texas,PayPal,1644.24,2022-01
348,107,electronics,laptop,453.52,10,2023-03-26,1070,New York,Debit Card,4535.2,2023-03
349,126,clothing,non-fiction,164.14,7,2022-06-21,1095,California,Credit Card,1148.98,2022-06
350,126,electronics,action figure,240.84,17,2023-01-18,1047,Texas,Credit Card,4094.28,2023-01
351,197,toys,fiction,116.88,4,2022-05-14,1018,New York,Cash,467.52,2022-05
352,120,electronics,shirt,322.04,13,2023-03-02,1005,California,Debit Card,4186.52,2023-03
353,129,clothing,action figure,489.6,4,2022-01-25,1083,Texas,Debit Card,1958.4,2022-01
354,196,books,shirt,303.73,5,2023-05-18,1026,Florida,Debit Card,1518.65,2023-05
355,127,toys,fruit,182.12,4,2022-07-04,1052,Texas,PayPal,728.48,2022-07
356,163,clothing,action figure,325.67,18,2022-03-26,1047,Illinois,Cash,5862.06,2022-03
357,196,toys,shirt,65.85,6,2023-07-21,1006,Texas,Credit Card,395.09999999999997,2023-07
358,168,groceries,fiction,444.89,2,2022-05-24,1058,Illinois,Credit Card,889.78,2022-05
359,160,electronics,mobile,254.03,11,2023-11-10,1068,California,Cash,2794.33,2023-11
360,147,groceries,pants,227.43,14,2023-02-16,1010,Texas,Credit Card,3184.02,2023-02
361,118,clothing,pants,295.0,5,2022-08-12,1014,California,Credit Card,1475.0,2022-08
362,103,books,fiction,314.27,6,2022-08-08,1063,California,Cash,1885.62,2022-08
363,134,toys,non-fiction,40.53,10,2022-06-28,1002,New York,Credit Card,405.3,2022-06
364,163,electronics,mobile,342.9,8,2023-09-23,1068,California,Debit Card,2743.2,2023-09
365,148,toys,fruit,124.76,14,2023-03-09,1022,California,PayPal,1746.64,2023-03
366,116,clothing,fiction,358.41,3,2022-09-22,1052,Texas,Cash,1075.23,2022-09
367,143,toys,pants,412.15,12,2023-03-05,1036,Texas,PayPal,4945.799999999999,2023-03
368,191,electronics,pants,402.96,16,2023-10-24,1008,Florida,Credit Card,6447.36,2023-10
369,129,clothing,pants,278.49,17,2023-02-20,1014,New York,Credit Card,4734.33,2023-02
370,192,toys,vegetable,262.48,1,2023-03-29,1002,California,Debit Card,262.48,2023-03
371,145,books,fiction,75.72,10,2023-12-28,1092,New York,Cash,757.2,2023-12
372,105,clothing,laptop,388.8,10,2022-07-16,1069,Illinois,Credit Card,3888.0,2022-07
373,198,clothing,fruit,139.35,2,2023-07-08,1016,California,Cash,278.7,2023-07
374,136,books,pants,250.86,9,2022-02-22,1025,New York,Cash,2257.7400000000002,2022-02
375,123,groceries,shirt,145.72,13,2023-04-25,1020,Florida,Cash,1894.36,2023-04
376,192,electronics,fiction,71.25,16,2023-03-19,1071,Florida,Cash,1140.0,2023-03
377,145,groceries,vegetable,316.63,18,2022-11-26,1020,California,Cash,5699.34,2022-11
378,152,toys,fiction,31.89,19,2022-09-08,1010,Illinois,PayPal,605.91,2022-09
379,194,books,fruit,375.58,12,2022-05-03,1037,Florida,Debit Card,4506.96,2022-05
380,198,groceries,vegetable,162.21,8,2023-01-22,1071,Florida,Cash,1297.68,2023-01
381,159,clothing,fruit,5.07,17,2022-12-05,1087,Illinois,PayPal,86.19,2022-12
382,196,toys,fiction,258.01,15,2022-12-14,1034,New York,Credit Card,3870.1499999999996,2022-12
383,162,toys,laptop,28.19,10,2022-01-29,1013,Florida,Cash,281.90000000000003,2022-01
384,184,groceries,fruit,141.7,15,2022-02-04,1013,Texas,Credit Card,2125.5,2022-02
385,131,groceries,vegetable,354.95,15,2023-06-02,1009,Florida,Cash,5324.25,2023-06
386,186,books,vegetable,36.03,7,2023-01-31,1011,New York,PayPal,252.21,2023-01
387,132,electronics,fruit,420.47,13,2023-09-15,1037,New York,PayPal,5466.110000000001,2023-09
388,166,groceries,board game,6.89,17,2022-10-21,1033,California,PayPal,117.13,2022-10
389,117,groceries,fiction,127.18,9,2023-08-12,1040,Texas,Debit Card,1144.6200000000001,2023-08
390,124,clothing,board game,371.75,8,2022-12-15,1009,New York,Credit Card,2974.0,2022-12
391,194,toys,non-fiction,161.55,18,2022-05-27,1016,Illinois,Debit Card,2907.9,2022-05
392,153,electronics,fiction,55.44,13,2022-03-08,1016,Texas,Cash,720.72,2022-03
393,157,clothing,fruit,183.32,16,2023-06-04,1066,Texas,Credit Card,2933.12,2023-06
394,166,books,mobile,138.84,9,2022-05-02,1061,Illinois,PayPal,1249.56,2022-05
395,145,books,fruit,422.14,12,2022-12-06,1094,Florida,Credit Card,5065.68,2022-12
396,123,groceries,board game,160.11,12,2022-06-24,1000,Illinois,PayPal,1921.3200000000002,2022-06
397,131,groceries,laptop,395.52,6,2023-11-22,1011,Illinois,Debit Card,2373.12,2023-11
398,146,books,fruit,446.48,19,2023-08-20,1003,Florida,Debit Card,8483.12,2023-08
399,185,groceries,fruit,219.74,7,2023-03-27,1041,Florida,PayPal,1538.18,2023-03
400,122,electronics,laptop,455.42,3,2023-07-11,1012,Florida,PayPal,1366.26,2023-07
401,165,groceries,fruit,191.77,16,2022-05-16,1097,Florida,Cash,3068.32,2022-05
402,126,toys,pants,482.22,18,2022-01-16,1084,Florida,Debit Card,8679.960000000001,2022-01
403,101,groceries,mobile,49.2,16,2022-11-29,1085,Illinois,Debit Card,787.2,2022-11
404,189,clothing,shirt,345.07,7,2022-07-14,1003,California,Cash,2415.49,2022-07
405,116,electronics,mobile,249.44,4,2023-05-11,1081,California,Debit Card,997.76,2023-05
406,132,clothing,fruit,196.89,8,2022-01-09,1068,New York,PayPal,1575.12,2022-01
407,108,clothing,pants,318.19,13,2022-11-30,1018,California,Credit Card,4136.47,2022-11
408,142,toys,fiction,353.41,13,2022-11-29,1001,California,Credit Card,4594.33,2022-11
409,147,electronics,fruit,7.16,17,2022-11-23,1011,Illinois,Debit Card,121.72,2022-11
410,138,electronics,board game,87.64,17,2022-01-15,1080,Florida,Cash,1489.88,2022-01
411,192,electronics,pants,357.96,5,2023-09-06,1073,Florida,PayPal,1789.8,2023-09
412,141,electronics,laptop,334.86,6,2022-08-14,1097,Illinois,Credit Card,2009.16,2022-08
413,125,electronics,pants,483.19,19,2023-03-01,1005,California,PayPal,9180.61,2023-03
414,198,toys,laptop,381.71,13,2023-02-12,1007,Illinois,Debit Card,4962.23,2023-02
415,149,groceries,non-fiction,475.63,14,2022-04-23,1050,New York,Debit Card,6658.82,2022-04
416,124,clothing,shirt,352.76,4,2023-03-04,1010,Florida,Credit Card,1411.04,2023-03
417,123,electronics,action figure,152.54,7,2022-01-01,1062,Texas,Debit Card,1067.78,2022-01
418,112,groceries,pants,57.16,8,2022-09-23,1056,New York,Cash,457.28,2022-09
419,159,groceries,vegetable,392.0,13,2023-05-06,1011,New York,Debit Card,5096.0,2023-05
420,106,clothing,board game,323.85,6,2022-07-27,1072,Illinois,Debit Card,1943.1000000000001,2022-07
421,156,toys,fruit,28.85,6,2023-09-14,1001,California,Debit Card,173.10000000000002,2023-09
422,135,books,board game,183.22,3,2023-12-13,1007,Florida,PayPal,549.66,2023-12
423,144,books,mobile,478.62,3,2023-01-04,1010,Texas,PayPal,1435.8600000000001,2023-01
424,119,groceries,action figure,252.7,13,2022-11-02,1052,New York,Credit Card,3285.1,2022-11
425,164,clothing,mobile,219.2,2,2022-01-12,1099,Texas,Credit Card,438.4,2022-01
426,107,books,non-fiction,231.56,16,2022-12-11,1009,California,Credit Card,3704.96,2022-12
427,115,groceries,action figure,108.4,6,2023-04-10,1084,California,Debit Card,650.4000000000001,2023-04
428,113,toys,action figure,187.51,8,2023-12-01,1083,Texas,PayPal,1500.08,2023-12
429,175,books,mobile,188.06,8,2023-10-28,1007,Florida,Cash,1504.48,2023-10
430,186,groceries,laptop,30.92,6,2023-05-09,1035,California,Debit Card,185.52,2023-05
431,114,groceries,mobile,384.95,14,2023-01-03,1092,Texas,Debit Card,5389.3,2023-01
432,191,electronics,board game,211.17,3,2023-02-24,1075,New York,Debit Card,633.51,2023-02
433,197,toys,laptop,411.98,10,2022-06-20,1013,Texas,Cash,4119.8,2022-06
434,165,electronics,board game,425.92,3,2022-05-14,1053,Texas,Credit Card,1277.76,2022-05
435,131,clothing,non-fiction,109.94,12,2023-03-03,1084,Illinois,Cash,1319.28,2023-03
436,186,electronics,fruit,330.39,17,2022-01-25,1085,California,Credit Card,5616.63,2022-01
437,162,electronics,fiction,238.78,5,2023-06-14,1020,Florida,Cash,1193.9,2023-06
438,185,books,laptop,440.68,9,2022-07-09,1049,Florida,PayPal,3966.12,2022-07
439,150,groceries,non-fiction,111.79,7,2022-05-21,1093,Illinois,Debit Card,782.5300000000001,2022-05
440,124,toys,vegetable,340.52,4,2023-07-09,1038,Florida,Debit Card,1362.08,2023-07
441,157,electronics,non-fiction,305.84,13,2023-10-20,1019,Texas,Debit Card,3975.9199999999996,2023-10
442,162,toys,mobile,151.17,13,2022-11-11,1087,Illinois,Credit Card,1965.2099999999998,2022-11
443,161,electronics,mobile,72.62,10,2023-03-20,1086,New York,Cash,726.2,2023-03
444,121,clothing,fiction,327.56,18,2022-11-15,1006,California,PayPal,5896.08,2022-11
445,157,electronics,non-fiction,370.61,17,2023-03-17,1008,California,Cash,6300.37,2023-03
446,157,books,shirt,161.24,13,2022-04-02,1000,California,Debit Card,2096.12,2022-04
447,185,groceries,fruit,324.19,17,2022-06-28,1025,Texas,PayPal,5511.23,2022-06
448,148,clothing,mobile,200.59,4,2022-02-25,1037,New York,PayPal,802.36,2022-02
449,151,electronics,fiction,358.04,1,2022-06-04,1037,Illinois,Debit Card,358.04,2022-06
450,141,toys,fruit,103.61,1,2023-11-03,1060,Illinois,Cash,103.61,2023-11
451,169,clothing,non-fiction,445.66,15,2022-04-21,1043,California,Debit Card,6684.900000000001,2022-04
452,114,clothing,non-fiction,147.27,13,2022-05-17,1085,New York,Cash,1914.5100000000002,2022-05
453,153,electronics,action figure,187.05,17,2022-08-20,1043,New York,PayPal,3179.8500000000004,2022-08
454,159,clothing,fiction,33.76,8,2023-04-13,1073,New York,PayPal,270.08,2023-04
455,196,toys,mobile,60.2,18,2023-04-26,1061,Florida,Debit Card,1083.6000000000001,2023-04
456,107,clothing,shirt,260.35,13,2022-03-09,1005,Florida,PayPal,3384.55,2022-03
457,152,toys,non-fiction,137.46,14,2022-09-06,1016,California,Credit Card,1924.44,2022-09
458,159,electronics,shirt,418.56,8,2022-11-19,1050,New York,PayPal,3348.48,2022-11
459,104,groceries,non-fiction,12.27,8,2023-06-02,1037,New York,Credit Card,98.16,2023-06
460,167,clothing,mobile,192.65,15,2023-03-08,1023,Illinois,PayPal,2889.75,2023-03
461,105,groceries,fruit,171.99,13,2023-05-02,1050,Illinois,Debit Card,2235.87,2023-05
462,195,toys,pants,14.57,7,2023-08-29,1009,California,Debit Card,101.99000000000001,2023-08
463,193,clothing,fruit,66.56,5,2023-03-05,1071,New York,Credit Card,332.8,2023-03
464,146,books,non-fiction,209.75,17,2022-09-26,1020,California,Debit Card,3565.75,2022-09
465,198,groceries,board game,248.97,16,2023-12-10,1069,Illinois,PayPal,3983.52,2023-12
466,154,clothing,pants,205.12,2,2023-06-21,1084,Illinois,PayPal,410.24,2023-06
467,139,groceries,pants,267.81,18,2022-05-28,1056,Florida,Debit Card,4820.58,2022-05
468,151,clothing,shirt,299.59,17,2022-04-28,1038,California,PayPal,5093.03,2022-04
469,115,electronics,fiction,9.91,7,2023-01-02,1087,California,Cash,69.37,2023-01
470,112,groceries,shirt,234.73,13,2022-03-07,1032,New York,Cash,3051.49,2022-03
471,129,books,shirt,481.93,18,2023-01-05,1058,New York,PayPal,8674.74,2023-01
472,118,books,board game,261.92,14,2022-06-24,1017,Florida,Debit Card,3666.88,2022-06
473,116,toys,fruit,340.38,18,2023-08-11,1055,Texas,Credit Card,6126.84,2023-08
474,162,clothing,fruit,159.37,13,2023-05-10,1091,Texas,Debit Card,2071.81,2023-05
475,118,groceries,vegetable,388.13,11,2022-04-24,1056,Texas,Credit Card,4269.43,2022-04
476,191,toys,non-fiction,387.6,16,2022-04-21,1095,California,Debit Card,6201.6,2022-04
477,157,groceries,board game,263.04,17,2023-03-15,1075,California,PayPal,4471.68,2023-03
478,154,clothing,vegetable,488.13,8,2023-12-16,1047,Illinois,Cash,3905.04,2023-12
479,189,books,mobile,67.15,19,2022-05-27,1041,California,Debit Card,1275.8500000000001,2022-05
480,189,electronics,non-fiction,13.39,15,2022-02-04,1026,California,Credit Card,200.85000000000002,2022-02
481,161,books,non-fiction,386.23,9,2022-11-05,1073,California,Cash,3476.07,2022-11
482,122,toys,action figure,404.54,10,2023-06-22,1051,Florida,Credit Card,4045.4,2023-06
483,108,electronics,action figure,64.5,12,2022-01-14,1041,California,PayPal,774.0,2022-01
484,111,toys,laptop,136.46,1,2023-01-09,1031,New York,Cash,136.46,2023-01
485,100,clothing,laptop,13.69,9,2023-07-11,1025,New York,Credit Card,123.21,2023-07
486,157,electronics,shirt,150.19,15,2023-03-04,1024,Illinois,Debit Card,2252.85,2023-03
487,100,toys,mobile,387.71,1,2023-12-29,1074,Florida,PayPal,387.71,2023-12
488,133,clothing,pants,261.39,12,2022-08-21,1022,New York,PayPal,3136.68,2022-08
489,195,books,pants,177.31,3,2023-12-06,1097,Florida,PayPal,531.9300000000001,2023-12
490,147,clothing,action figure,189.01,11,2023-07-17,1056,Florida,Debit Card,2079.1099999999997,2023-07
491,188,groceries,action figure,5.67,2,2023-12-27,1051,Illinois,Debit Card,11.34,2023-12
492,100,clothing,action figure,153.4,16,2023-10-25,1086,Florida,Cash,2454.4,2023-10
493,115,clothing,board game,325.0,9,2023-03-16,1092,California,Debit Card,2925.0,2023-03
494,160,groceries,fiction,487.23,15,2023-05-17,1030,Florida,Cash,7308.450000000001,2023-05
495,163,toys,laptop,424.3,12,2022-10-02,1063,Illinois,PayPal,5091.6,2022-10
496,162,toys,board game,16.68,1,2022-03-17,1070,Illinois,Cash,16.68,2022-03
497,168,clothing,fruit,449.79,13,2023-03-15,1032,Illinois,Credit Card,5847.27,2023-03
498,121,groceries,pants,392.68,14,2023-11-30,1084,New York,PayPal,5497.52,2023-11
499,192,groceries,non-fiction,391.29,8,2022-10-16,1001,California,PayPal,3130.32,2022-10
500,166,books,laptop,231.71,8,2023-06-24,1017,New York,Cash,1853.68,2023-06
501,175,toys,vegetable,202.01,12,2023-11-23,1046,Texas,PayPal,2424.12,2023-11
502,125,electronics,fruit,154.94,1,2022-09-10,1032,California,Debit Card,154.94,2022-09
503,115,toys,laptop,37.52,11,2022-05-06,1097,Florida,Credit Card,412.72,2022-05
504,150,toys,board game,117.98,8,2022-06-26,1083,Illinois,Cash,943.84,2022-06
505,185,books,mobile,127.07,10,2022-02-06,1034,Texas,Cash,1270.6999999999998,2022-02
506,156,electronics,non-fiction,244.62,19,2023-02-14,1050,California,PayPal,4647.78,2023-02
507,128,books,laptop,374.98,11,2023-09-03,1017,New York,Debit Card,4124.780000000001,2023-09
508,177,electronics,fiction,239.54,7,2023-09-02,1087,Illinois,PayPal,1676.78,2023-09
509,191,clothing,action figure,33.63,11,2022-05-07,1071,New York,PayPal,369.93,2022-05
510,168,electronics,action figure,479.11,17,2023-04-28,1029,California,Cash,8144.87,2023-04
511,146,books,non-fiction,471.65,1,2022-06-17,1043,California,PayPal,471.65,2022-06
512,193,toys,board game,393.67,8,2023-08-15,1052,Texas,Credit Card,3149.36,2023-08
513,161,electronics,action figure,495.71,6,2022-10-21,1009,Florida,PayPal,2974.2599999999998,2022-10
514,168,electronics,laptop,274.52,18,2023-09-30,1086,New York,PayPal,4941.36,2023-09
515,175,groceries,vegetable,481.57,6,2022-12-09,1051,Texas,Cash,2889.42,2022-12
516,115,toys,pants,42.42,5,2022-11-06,1048,Illinois,PayPal,212.10000000000002,2022-11
517,189,clothing,pants,186.01,13,2023-10-24,1010,Florida,Debit Card,2418.13,2023-10
518,189,books,fruit,116.56,19,2023-06-12,1065,Texas,Cash,2214.64,2023-06
519,147,clothing,shirt,101.94,8,2023-06-24,1057,New York,PayPal,815.52,2023-06
520,184,toys,mobile,74.7,9,2023-02-23,1089,California,Credit Card,672.3000000000001,2023-02
521,138,electronics,non-fiction,313.09,17,2023-03-20,1035,Illinois,Credit Card,5322.53,2023-03
522,199,electronics,fruit,391.75,3,2023-11-16,1032,New York,Cash,1175.25,2023-11
523,132,toys,shirt,291.26,19,2023-07-12,1046,Florida,Cash,5533.94,2023-07
524,193,electronics,board game,77.75,11,2022-08-24,1012,Florida,PayPal,855.25,2022-08
525,122,electronics,fiction,406.51,17,2023-03-15,1039,California,Debit Card,6910.67,2023-03
526,109,electronics,fiction,319.8,19,2022-08-02,1088,California,PayPal,6076.2,2022-08
527,168,books,mobile,197.14,2,2022-03-26,1067,Illinois,Credit Card,394.28,2022-03
528,199,books,action figure,338.69,8,2022-03-26,1041,Illinois,Debit Card,2709.52,2022-03
529,133,groceries,laptop,133.65,19,2023-05-04,1018,California,Debit Card,2539.35,2023-05
530,151,clothing,fruit,175.87,7,2022-03-06,1081,California,Debit Card,1231.0900000000001,2022-03
531,194,toys,fruit,459.16,17,2023-10-08,1093,Florida,PayPal,7805.72,2023-10
532,109,toys,non-fiction,148.8,6,2023-10-25,1018,California,Credit Card,892.8000000000001,2023-10
533,118,toys,non-fiction,237.64,19,2023-09-19,1057,Texas,Cash,4515.16,2023-09
534,157,groceries,fiction,445.62,6,2022-03-05,1022,New York,PayPal,2673.7200000000003,2022-03
535,195,books,fiction,355.32,2,2022-12-09,1053,California,Cash,710.64,2022-12
536,100,groceries,vegetable,35.79,6,2022-12-18,1079,Illinois,Debit Card,214.74,2022-12
537,168,toys,vegetable,77.92,5,2022-06-07,1064,Texas,Debit Card,389.6,2022-06
538,103,clothing,action figure,8.88,19,2023-08-12,1011,Illinois,PayPal,168.72000000000003,2023-08
539,115,electronics,vegetable,317.31,4,2023-05-06,1023,Texas,Credit Card,1269.24,2023-05
540,123,books,laptop,226.6,17,2023-10-20,1033,California,Debit Card,3852.2,2023-10
541,179,books,laptop,71.47,11,2023-04-08,1052,New York,Cash,786.17,2023-04
542,101,groceries,fruit,479.18,4,2022-08-13,1007,Illinois,Cash,1916.72,2022-08
543,191,books,pants,267.18,13,2022-11-09,1017,Texas,PayPal,3473.34,2022-11
544,131,toys,laptop,124.74,17,2023-09-07,1056,Florida,Cash,2120.58,2023-09
545,190,toys,shirt,252.8,9,2023-04-11,1004,California,Credit Card,2275.2000000000003,2023-04
546,183,groceries,fiction,341.41,4,2022-03-29,1025,New York,Debit Card,1365.64,2022-03
547,123,toys,non-fiction,42.74,14,2022-10-30,1029,California,Cash,598.36,2022-10
548,111,clothing,vegetable,140.98,19,2023-11-11,1053,Florida,Cash,2678.62,2023-11
549,149,groceries,fruit,404.45,3,2023-03-11,1012,New York,Debit Card,1213.35,2023-03
550,134,clothing,mobile,232.53,14,2023-11-13,1082,Florida,PayPal,3255.42,2023-11
551,132,electronics,non-fiction,275.56,8,2022-05-15,1028,California,Cash,2204.48,2022-05
552,132,clothing,shirt,219.24,1,2022-02-19,1002,Texas,PayPal,219.24,2022-02
553,160,electronics,vegetable,26.73,10,2023-03-08,1089,California,PayPal,267.3,2023-03
554,150,electronics,shirt,87.05,18,2022-12-06,1057,California,Cash,1566.8999999999999,2022-12
555,142,clothing,fiction,225.54,16,2022-12-13,1075,California,Credit Card,3608.64,2022-12
556,111,groceries,fiction,108.55,8,2023-10-08,1001,Illinois,PayPal,868.4,2023-10
557,166,toys,action figure,29.74,1,2022-12-13,1074,Florida,Cash,29.74,2022-12
558,164,toys,fruit,422.61,12,2023-10-11,1027,Florida,PayPal,5071.32,2023-10
559,132,electronics,non-fiction,490.69,8,2022-09-02,1081,Florida,Debit Card,3925.52,2022-09
560,139,electronics,board game,397.61,16,2022-04-19,1076,Illinois,Credit Card,6361.76,2022-04
561,173,groceries,board game,427.62,18,2023-06-17,1085,Texas,Credit Card,7697.16,2023-06
562,142,books,non-fiction,124.78,4,2022-03-31,1075,California,Debit Card,499.12,2022-03
563,143,clothing,mobile,480.51,6,2022-10-23,1001,Texas,Debit Card,2883.06,2022-10
564,128,electronics,fruit,102.48,12,2022-04-22,1006,Illinois,PayPal,1229.76,2022-04
565,112,toys,shirt,475.96,9,2023-08-12,1025,Florida,Debit Card,4283.639999999999,2023-08
566,111,groceries,mobile,497.44,15,2022-06-26,1089,California,Credit Card,7461.6,2022-06
567,194,clothing,pants,357.3,16,2022-12-09,1087,New York,Debit Card,5716.8,2022-12
568,145,groceries,non-fiction,490.67,12,2023-10-22,1075,New York,Cash,5888.04,2023-10
569,101,clothing,shirt,286.92,14,2022-04-11,1015,Texas,Cash,4016.88,2022-04
570,134,clothing,board game,133.47,13,2023-09-21,1022,Florida,PayPal,1735.11,2023-09
571,186,electronics,laptop,221.31,2,2023-08-27,1039,New York,Credit Card,442.62,2023-08
572,180,groceries,action figure,298.81,3,2023-02-05,1059,Texas,Cash,896.4300000000001,2023-02
573,189,groceries,board game,41.18,10,2022-01-28,1072,Illinois,Debit Card,411.8,2022-01
574,107,toys,fruit,313.06,9,2023-06-21,1031,Texas,Cash,2817.54,2023-06
575,192,toys,fiction,490.68,8,2022-02-27,1014,Texas,Cash,3925.44,2022-02
576,125,electronics,laptop,99.1,10,2023-05-13,1012,Texas,PayPal,991.0,2023-05
577,173,electronics,action figure,397.33,19,2022-10-24,1004,California,Debit Card,7549.2699999999995,2022-10
578,189,books,action figure,454.41,3,2022-05-14,1074,Texas,Debit Card,1363.23,2022-05
579,133,toys,pants,472.13,5,2022-11-27,1073,Texas,Debit Card,2360.65,2022-11
580,106,clothing,pants,480.27,3,2022-09-06,1051,California,PayPal,1440.81,2022-09
581,167,groceries,vegetable,263.12,16,2023-07-04,1076,California,Debit Card,4209.92,2023-07
582,157,electronics,board game,488.77,17,2022-03-16,1040,Illinois,Debit Card,8309.09,2022-03
583,174,groceries,board game,379.87,15,2023-10-16,1052,Florida,Cash,5698.05,2023-10
584,128,groceries,board game,85.03,3,2022-06-17,1049,New York,Cash,255.09,2022-06
585,135,books,vegetable,241.07,12,2023-05-18,1014,New York,Debit Card,2892.84,2023-05
586,188,toys,mobile,360.57,9,2022-12-21,1006,Texas,Credit Card,3245.13,2022-12
587,120,electronics,action figure,127.43,12,2022-08-13,1039,Illinois,Credit Card,1529.16,2022-08
588,135,groceries,laptop,322.1,15,2023-10-26,1027,Texas,Debit Card,4831.5,2023-10
589,109,electronics,fruit,334.97,2,2023-06-15,1031,New York,Credit Card,669.94,2023-06
590,172,clothing,action figure,85.54,18,2022-05-26,1098,California,PayPal,1539.72,2022-05
591,123,books,pants,284.72,12,2022-08-29,1014,Florida,Cash,3416.6400000000003,2022-08
592,163,clothing,shirt,386.96,4,2022-12-10,1099,Illinois,PayPal,1547.84,2022-12
593,198,electronics,fiction,251.95,16,2022-02-04,1084,California,Cash,4031.2,2022-02
594,148,electronics,vegetable,10.99,16,2023-12-03,1069,Florida,Credit Card,175.84,2023-12
